TIME,BUS1,BUS2,BUS3,BUS4,BUS5,BUS6,BUS7,BUS8,BUS9
1.09,1.052,1.054,1.055,0.988,0.914,0.956,1.035,1.007,1.033
1.095,1.053,1.054,1.055,0.988,0.914,0.956,1.035,1.008,1.033
1.1,1.053,1.054,1.055,0.989,0.914,0.957,1.036,1.008,1.034
1.105,1.053,1.054,1.055,0.989,0.915,0.958,1.036,1.008,1.034
1.11,1.053,1.054,1.055,0.989,0.915,0.958,1.036,1.009,1.034
1.115,1.053,1.054,1.055,0.99,0.915,0.959,1.036,1.009,1.035
1.12,1.053,1.054,1.055,0.99,0.916,0.96,1.036,1.009,1.035
1.125,1.053,1.054,1.055,0.99,0.916,0.96,1.037,1.01,1.035
1.13,1.053,1.054,1.055,0.991,0.916,0.961,1.037,1.01,1.036
1.135,1.053,1.054,1.055,0.991,0.917,0.961,1.037,1.01,1.036
1.14,1.053,1.054,1.055,0.991,0.917,0.962,1.037,1.01,1.036
1.145,1.053,1.054,1.055,0.992,0.917,0.962,1.037,1.01,1.036
1.15,1.054,1.054,1.055,0.992,0.917,0.963,1.037,1.011,1.037
1.155,1.054,1.054,1.055,0.992,0.918,0.963,1.037,1.011,1.037
1.16,1.054,1.054,1.055,0.992,0.918,0.964,1.037,1.011,1.037
1.165,1.054,1.054,1.055,0.993,0.918,0.964,1.037,1.011,1.037
1.17,1.054,1.054,1.055,0.993,0.918,0.965,1.038,1.011,1.037
1.175,1.054,1.054,1.055,0.993,0.918,0.965,1.038,1.012,1.037
1.18,1.054,1.054,1.055,0.993,0.919,0.965,1.038,1.012,1.038
1.185,1.054,1.054,1.055,0.993,0.919,0.966,1.038,1.012,1.038
1.19,1.054,1.054,1.055,0.994,0.919,0.966,1.038,1.012,1.038
1.195,1.054,1.054,1.055,0.994,0.919,0.966,1.038,1.012,1.038
1.2,1.054,1.054,1.055,0.994,0.919,0.967,1.038,1.012,1.038
1.205,1.054,1.053,1.055,0.994,0.919,0.967,1.038,1.012,1.038
1.21,1.054,1.053,1.055,0.994,0.919,0.967,1.038,1.012,1.038
1.215,1.054,1.053,1.055,0.994,0.92,0.968,1.038,1.012,1.038
1.22,1.054,1.053,1.055,0.994,0.92,0.968,1.038,1.012,1.038
1.225,1.054,1.053,1.054,0.994,0.92,0.968,1.038,1.012,1.038
1.23,1.054,1.053,1.054,0.995,0.92,0.968,1.038,1.012,1.038
1.235,1.054,1.053,1.054,0.995,0.92,0.968,1.038,1.012,1.038
1.24,1.053,1.053,1.054,0.995,0.92,0.968,1.038,1.012,1.038
1.245,1.053,1.053,1.054,0.995,0.92,0.969,1.037,1.012,1.038
1.25,1.053,1.052,1.054,0.995,0.92,0.969,1.037,1.012,1.038
1.255,1.053,1.052,1.054,0.995,0.92,0.969,1.037,1.012,1.038
1.26,1.053,1.052,1.054,0.995,0.92,0.969,1.037,1.012,1.038
1.265,1.053,1.052,1.054,0.995,0.92,0.969,1.037,1.012,1.038
1.27,1.053,1.052,1.053,0.995,0.92,0.969,1.037,1.012,1.038
1.275,1.053,1.052,1.053,0.995,0.92,0.969,1.037,1.012,1.038
1.28,1.053,1.052,1.053,0.995,0.92,0.969,1.037,1.012,1.038
1.285,1.053,1.052,1.053,0.995,0.92,0.969,1.037,1.012,1.038
1.29,1.053,1.052,1.053,0.995,0.92,0.969,1.037,1.012,1.038
1.295,1.053,1.051,1.053,0.994,0.92,0.969,1.037,1.012,1.037
1.3,1.053,1.051,1.053,0.994,0.92,0.969,1.037,1.012,1.037
1.305,1.053,1.051,1.053,0.994,0.92,0.969,1.037,1.012,1.037
1.31,1.052,1.051,1.052,0.994,0.919,0.969,1.036,1.012,1.037
1.315,1.052,1.051,1.052,0.994,0.919,0.968,1.036,1.011,1.037
1.32,1.052,1.051,1.052,0.994,0.919,0.968,1.036,1.011,1.037
1.325,1.052,1.051,1.052,0.994,0.919,0.968,1.036,1.011,1.037
1.33,1.052,1.051,1.052,0.994,0.919,0.968,1.036,1.011,1.037
1.335,1.052,1.051,1.052,0.994,0.919,0.968,1.036,1.011,1.037
1.34,1.052,1.05,1.052,0.993,0.919,0.968,1.036,1.011,1.036
1.345,1.052,1.05,1.052,0.993,0.919,0.967,1.036,1.011,1.036
1.35,1.052,1.05,1.051,0.993,0.919,0.967,1.036,1.011,1.036
1.355,1.052,1.05,1.051,0.993,0.918,0.967,1.035,1.01,1.036
1.36,1.051,1.05,1.051,0.993,0.918,0.967,1.035,1.01,1.036
1.365,1.051,1.05,1.051,0.993,0.918,0.967,1.035,1.01,1.036
1.37,1.051,1.05,1.051,0.992,0.918,0.966,1.035,1.01,1.035
1.375,1.051,1.05,1.051,0.992,0.918,0.966,1.035,1.01,1.035
1.38,1.051,1.05,1.051,0.992,0.918,0.966,1.035,1.01,1.035
1.385,1.051,1.05,1.051,0.992,0.917,0.965,1.035,1.009,1.035
1.39,1.051,1.05,1.05,0.992,0.917,0.965,1.035,1.009,1.035
1.395,1.051,1.05,1.05,0.991,0.917,0.965,1.034,1.009,1.034
1.4,1.05,1.049,1.05,0.991,0.917,0.964,1.034,1.009,1.034
1.405,1.05,1.049,1.05,0.991,0.916,0.964,1.034,1.009,1.034
1.41,1.05,1.049,1.05,0.991,0.916,0.964,1.034,1.008,1.034
1.415,1.05,1.049,1.05,0.99,0.916,0.963,1.034,1.008,1.034
